endpoint,ep_short,noise_type,noise_level,seed,model,arm,R2,RMSE,MSE,MAE,Spearman,CCC
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,2,RandomForest,tuned,0.18196958908809346,0.5606595413644345,0.31433912132297803,0.4761768625564277,0.4514067710723901,0.2677934686232975
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,3,MeanPredictor,baseline,-0.002529394828474363,0.6206732815161322,0.38523532238800384,0.5363081208686659,,0.0
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,3,BayesianRidge,baseline,0.20612973076040586,0.5523180821753569,0.3050552638978643,0.4585050741919753,0.4287529311050787,0.33953828654001683
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,3,RandomForest,baseline,0.14686836146261706,0.5725619942789718,0.3278272372927134,0.47965469842809977,0.37094113358746267,0.3086443366857519
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,3,LightGBM,baseline,0.11546306519861149,0.5830052677526475,0.3398951422273362,0.4732406214885906,0.3823265106097577,0.3774286119163023
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,3,LightGBM,tuned,0.17466556018057022,0.563156987060813,0.3171457920754126,0.4761544426550646,0.3895892378013504,0.2896561785377566
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,3,RandomForest,tuned,0.1602774039692153,0.5680445699496514,0.3226746334492844,0.4818969437340175,0.38295054142778284,0.24774587540286472
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,4,MeanPredictor,baseline,-6.315082908558978e-05,0.6199093765712718,0.3842876351609828,0.5379786930814855,,-3.985995405135239e-32
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,4,BayesianRidge,baseline,0.2488616493072201,0.5372475713578134,0.2886349529298688,0.4438633451144553,0.4877185022215209,0.39803586415285225
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,4,RandomForest,baseline,0.21983800765398687,0.5475286980979984,0.29978767524088906,0.4645358786901488,0.4514411605940204,0.35333552950265623
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,4,LightGBM,baseline,0.22888800187567582,0.5443437277817719,0.2963100939753558,0.4368359340778599,0.485733691417731,0.4551437103456128
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,4,LightGBM,tuned,0.22146328513619307,0.5469580794180203,0.29916314064064947,0.45992035538239473,0.4561559743057881,0.3316055982236726
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,4,RandomForest,tuned,0.1955168955300297,0.5559976508169784,0.3091333877139986,0.4775402069970029,0.4647412566031899,0.2715254153916577
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,5,MeanPredictor,baseline,-0.0018752790470262237,0.6204707645444411,0.3849839696543632,0.5365604797064997,,-7.957571580848832e-32
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,5,BayesianRidge,baseline,0.24281054325911755,0.5394072407038425,0.2909601713237331,0.4449553081369539,0.48510888837990873,0.41170496993313
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,5,RandomForest,baseline,0.18357107675986295,0.5601104607802245,0.31372372827543543,0.4650442036414982,0.4313186056402366,0.36452380237583215
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,5,LightGBM,baseline,0.1813317550735989,0.5608780772770515,0.31458421757000216,0.4529024900752147,0.4699047814983843,0.45303176680033896
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,5,LightGBM,tuned,0.21432152081272815,0.5494610623669411,0.30190745905740757,0.4609010414365337,0.4481484153792461,0.34185390702740004
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,5,RandomForest,tuned,0.19366299882683036,0.5566379184948023,0.3098457723062262,0.47192355413319936,0.4557352174790159,0.2869783390026076
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,6,MeanPredictor,baseline,-1.5267555864006965e-05,0.6198945356858008,0.3842692353731146,0.5381569691907349,,-3.986186264728323e-32
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,6,BayesianRidge,baseline,0.2618927858570186,0.53256695776439,0.2836275645024176,0.44116852773902643,0.5083403230147805,0.4176168146348694
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,6,RandomForest,baseline,0.178047778897371,0.562001894407765,0.31584612931791667,0.4667171237269512,0.40299363496444635,0.33664627214857
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,6,LightGBM,baseline,0.21375924504847843,0.5496576398419896,0.3021235210366663,0.4478672178057891,0.4718336063668855,0.46684013235709393
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,6,LightGBM,tuned,0.21281604923602815,0.5499872331580233,0.30248595663681793,0.4625881733927823,0.4359875550376051,0.33549574046930475
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,6,RandomForest,tuned,0.20912482833677137,0.5512752104111452,0.3039043576138524,0.46990377574943093,0.4787529274147142,0.2819613068966458
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,7,MeanPredictor,baseline,-0.0027579976592886357,0.6207440423248913,0.38532316608184647,0.5362278281987128,,-3.975283302007857e-32
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,7,BayesianRidge,baseline,0.23490526896243846,0.5422157122905664,0.2939978786547663,0.44862624802363066,0.46296648958420733,0.3953681166635113
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,7,RandomForest,baseline,0.18813808128132636,0.5585416687531538,0.31196879573355774,0.457288418749538,0.44171687983657676,0.37030645967545756
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,7,LightGBM,baseline,0.15437774620089073,0.5700365390192026,0.32494165581699086,0.4655852845948654,0.4363129886592094,0.42597978663446995
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,7,LightGBM,tuned,0.19870478613165898,0.5548949433295047,0.30790839813265425,0.4694340789309598,0.41958724840818723,0.3243345267603253
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,7,RandomForest,tuned,0.18359383031308785,0.5601026556966369,0.31371498491842537,0.4758969357385587,0.4451289330100007,0.2701211222335584
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,8,MeanPredictor,baseline,-2.0266588096617966e-06,0.619890431755007,0.38426414738140907,0.538399335041483,,-3.986239045303325e-32
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,8,BayesianRidge,baseline,0.2754542563141733,0.5276517679125479,0.2784163881812373,0.43359115984885727,0.4945430204189272,0.4324001901251571
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,8,RandomForest,baseline,0.20309725564836334,0.5533719662213165,0.3062205329996458,0.4593422827722514,0.43448058830270436,0.37301670651209906
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,8,LightGBM,baseline,0.21723001221192884,0.5484430985569748,0.3007898323547756,0.437108646748591,0.49353607154418716,0.4837044109678129
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,8,LightGBM,tuned,0.21098318653774306,0.5506271502854375,0.3031902586314618,0.4660636348962203,0.4289207859483053,0.33634407410355316
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,8,RandomForest,tuned,0.19099730384564373,0.5575572627447207,0.3108701012393855,0.4778869935499045,0.45043047932359437,0.2835104415512587
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,9,MeanPredictor,baseline,-0.0011035373004433247,0.6202317450527051,0.38468741757112374,0.5369351359994534,,0.0
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,9,BayesianRidge,baseline,0.2455670696921447,0.5384244972054241,0.2899009391909137,0.4458368234427217,0.48646331042267754,0.3953362967116921
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,9,RandomForest,baseline,0.20470731760099226,0.5528126673386353,0.3056018451700567,0.4601122292420198,0.44001127797075323,0.33846171934238506
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,9,LightGBM,baseline,0.1940865307297437,0.5564917110887624,0.3096830245104986,0.45792738721671655,0.4670924857006971,0.4397508721041272
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,9,LightGBM,tuned,0.23467603885484667,0.542296932858832,0.29408596338809645,0.4585487115910801,0.48168456303408297,0.33904515222098885
LOG HLM_CLint (mL/min/kg),HLM,gaussian,1.0,9,RandomForest,tuned,0.19179879783879183,0.5572810031372478,0.31056211645765724,0.4743324183458225,0.4477316998360787,0.26457244952047315
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,0,MeanPredictor,baseline,-0.0010183981987621493,0.6202053706096967,0.3846547017331112,0.5369857228715365,,0.0
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,0,BayesianRidge,baseline,0.3196803285803046,0.5112943659691889,0.26142192867183484,0.41562014253553714,0.5531866788426242,0.48531887966608417
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,0,RandomForest,baseline,0.24534489579829133,0.5385037720200139,0.2899863124797831,0.44819497018074433,0.48722960986798575,0.3681048827627496
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,0,LightGBM,baseline,0.32899966567739847,0.5077803154964627,0.2578408488056872,0.4181031835636731,0.5520668829148699,0.4999294216958108
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,0,LightGBM,tuned,0.32007497630712634,0.5111460456727722,0.26127028000691177,0.4150140767294821,0.5479266522134538,0.5191108811964252
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,0,RandomForest,tuned,0.25975643223309575,0.5333371231617857,0.2844484869424898,0.4454350112012784,0.508688645624586,0.37874883823510014
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,1,MeanPredictor,baseline,-0.0010183981987621493,0.6202053706096967,0.3846547017331112,0.5369857228715365,,0.0
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,1,BayesianRidge,baseline,0.3196803285803046,0.5112943659691889,0.26142192867183484,0.41562014253553714,0.5531866788426242,0.48531887966608417
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,1,RandomForest,baseline,0.2501745361288278,0.5367778484784866,0.2881304586171932,0.44740551643061477,0.48717439615249414,0.3726375847466556
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,1,LightGBM,baseline,0.32899966567739847,0.5077803154964627,0.2578408488056872,0.4181031835636731,0.5520668829148699,0.4999294216958108
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,1,LightGBM,tuned,0.32007497630712634,0.5111460456727722,0.26127028000691177,0.4150140767294821,0.5479266522134538,0.5191108811964252
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,1,RandomForest,tuned,0.25249976335338586,0.5359449215834584,0.28723695897109935,0.44913511281498386,0.5046529992243554,0.36957031171114535
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,2,MeanPredictor,baseline,-0.0010183981987621493,0.6202053706096967,0.3846547017331112,0.5369857228715365,,0.0
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,2,BayesianRidge,baseline,0.3196803285803046,0.5112943659691889,0.26142192867183484,0.41562014253553714,0.5531866788426242,0.48531887966608417
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,2,RandomForest,baseline,0.2547222521864916,0.5351475851813129,0.28638293792539055,0.44706617461302595,0.4934567903116863,0.37826604623782145
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,2,LightGBM,baseline,0.32899966567739847,0.5077803154964627,0.2578408488056872,0.4181031835636731,0.5520668829148699,0.4999294216958108
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,2,LightGBM,tuned,0.32007497630712634,0.5111460456727722,0.26127028000691177,0.4150140767294821,0.5479266522134538,0.5191108811964252
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,2,RandomForest,tuned,0.2564338036887892,0.5345327411670561,0.285725251379567,0.4470688786421198,0.5072912366797794,0.36914936089036005
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,3,MeanPredictor,baseline,-0.0010183981987621493,0.6202053706096967,0.3846547017331112,0.5369857228715365,,0.0
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,3,BayesianRidge,baseline,0.3196803285803046,0.5112943659691889,0.26142192867183484,0.41562014253553714,0.5531866788426242,0.48531887966608417
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,3,RandomForest,baseline,0.24728415652048308,0.5378114219892131,0.2892411256220594,0.4491452659193528,0.4811818418238082,0.37238425092770516
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,3,LightGBM,baseline,0.32899966567739847,0.5077803154964627,0.2578408488056872,0.4181031835636731,0.5520668829148699,0.4999294216958108
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,3,LightGBM,tuned,0.32007497630712634,0.5111460456727722,0.26127028000691177,0.4150140767294821,0.5479266522134538,0.5191108811964252
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,3,RandomForest,tuned,0.2569308798665473,0.53435404294629,0.28553424321304555,0.44425788556278306,0.5076549522042068,0.37749378967406183
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,4,MeanPredictor,baseline,-0.0010183981987621493,0.6202053706096967,0.3846547017331112,0.5369857228715365,,0.0
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,4,BayesianRidge,baseline,0.3196803285803046,0.5112943659691889,0.26142192867183484,0.41562014253553714,0.5531866788426242,0.48531887966608417
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,4,RandomForest,baseline,0.24489435369167611,0.538664496052387,0.29015943930737204,0.4488146666061813,0.4808873686745195,0.3688278244035805
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,4,LightGBM,baseline,0.32899966567739847,0.5077803154964627,0.2578408488056872,0.4181031835636731,0.5520668829148699,0.4999294216958108
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,4,LightGBM,tuned,0.32007497630712634,0.5111460456727722,0.26127028000691177,0.4150140767294821,0.5479266522134538,0.5191108811964252
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,4,RandomForest,tuned,0.24660967877323547,0.5380523233973343,0.2895003027132697,0.4495715364543043,0.4888576036442023,0.36607955546023896
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,5,MeanPredictor,baseline,-0.0010183981987621493,0.6202053706096967,0.3846547017331112,0.5369857228715365,,0.0
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,5,BayesianRidge,baseline,0.3196803285803046,0.5112943659691889,0.26142192867183484,0.41562014253553714,0.5531866788426242,0.48531887966608417
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,5,RandomForest,baseline,0.24457179726053446,0.5387795336945991,0.2902833859281696,0.44891917623137545,0.48417983074203474,0.3695613534436327
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,5,LightGBM,baseline,0.32899966567739847,0.5077803154964627,0.2578408488056872,0.4181031835636731,0.5520668829148699,0.4999294216958108
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,5,LightGBM,tuned,0.32007497630712634,0.5111460456727722,0.26127028000691177,0.4150140767294821,0.5479266522134538,0.5191108811964252
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,5,RandomForest,tuned,0.24151191124917848,0.5398696028065091,0.29145918803445786,0.45186860512966015,0.4821262923763041,0.3611493710430569
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,6,MeanPredictor,baseline,-0.0010183981987621493,0.6202053706096967,0.3846547017331112,0.5369857228715365,,0.0
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,6,BayesianRidge,baseline,0.3196803285803046,0.5112943659691889,0.26142192867183484,0.41562014253553714,0.5531866788426242,0.48531887966608417
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,6,RandomForest,baseline,0.2606082816642714,0.5330301608825876,0.28412115241051716,0.44454509011135934,0.5005650735438618,0.3814614230902676
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,6,LightGBM,baseline,0.32899966567739847,0.5077803154964627,0.2578408488056872,0.4181031835636731,0.5520668829148699,0.4999294216958108
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,6,LightGBM,tuned,0.32007497630712634,0.5111460456727722,0.26127028000691177,0.4150140767294821,0.5479266522134538,0.5191108811964252
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,6,RandomForest,tuned,0.24699192808347425,0.5379158096818387,0.2893534183056682,0.4493235578239159,0.503361770501648,0.36504450493632784
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,7,MeanPredictor,baseline,-0.0010183981987621493,0.6202053706096967,0.3846547017331112,0.5369857228715365,,0.0
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,7,BayesianRidge,baseline,0.3196803285803046,0.5112943659691889,0.26142192867183484,0.41562014253553714,0.5531866788426242,0.48531887966608417
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,7,RandomForest,baseline,0.2411018573307292,0.5400155152719903,0.2916167567344732,0.4500987531698221,0.4836298300618902,0.36432059975552866
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,7,LightGBM,baseline,0.32899966567739847,0.5077803154964627,0.2578408488056872,0.4181031835636731,0.5520668829148699,0.4999294216958108
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,7,LightGBM,tuned,0.32007497630712634,0.5111460456727722,0.26127028000691177,0.4150140767294821,0.5479266522134538,0.5191108811964252
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,7,RandomForest,tuned,0.24200191933865944,0.539695187930509,0.29127089587534744,0.44942232342791266,0.4923950910533329,0.35687943725350807
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,8,MeanPredictor,baseline,-0.0010183981987621493,0.6202053706096967,0.3846547017331112,0.5369857228715365,,0.0
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,8,BayesianRidge,baseline,0.3196803285803046,0.5112943659691889,0.26142192867183484,0.41562014253553714,0.5531866788426242,0.48531887966608417
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,8,RandomForest,baseline,0.24405599516802068,0.538963440112384,0.29048158977777533,0.4487817956740777,0.487287063020889,0.3679324356478711
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,8,LightGBM,baseline,0.32899966567739847,0.5077803154964627,0.2578408488056872,0.4181031835636731,0.5520668829148699,0.4999294216958108
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,8,LightGBM,tuned,0.32007497630712634,0.5111460456727722,0.26127028000691177,0.4150140767294821,0.5479266522134538,0.5191108811964252
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,8,RandomForest,tuned,0.25085732524951443,0.5365333985593325,0.28786808776962747,0.4465711969264725,0.4994551362888504,0.3699989069341669
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,9,MeanPredictor,baseline,-0.0010183981987621493,0.6202053706096967,0.3846547017331112,0.5369857228715365,,0.0
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,9,BayesianRidge,baseline,0.3196803285803046,0.5112943659691889,0.26142192867183484,0.41562014253553714,0.5531866788426242,0.48531887966608417
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,9,RandomForest,baseline,0.2509987883270014,0.5364827384836705,0.28781372869093835,0.4465480204897897,0.48829728095943675,0.37181853084753363
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,9,LightGBM,baseline,0.32899966567739847,0.5077803154964627,0.2578408488056872,0.4181031835636731,0.5520668829148699,0.4999294216958108
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,9,LightGBM,tuned,0.32007497630712634,0.5111460456727722,0.26127028000691177,0.4150140767294821,0.5479266522134538,0.5191108811964252
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.0,9,RandomForest,tuned,0.2605174059739801,0.5330629161828774,0.28415607260939335,0.4454200693294175,0.5095405070234114,0.37436527455902596
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.1,0,MeanPredictor,baseline,-0.0003393146805779068,0.6199949635382902,0.38439375481284577,0.539248235227409,,-3.9848949906789056e-32
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.1,0,BayesianRidge,baseline,0.31755959565739755,0.5120906644811196,0.26223684864871466,0.4174951994563177,0.5521949169572268,0.4832423365326384
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.1,0,RandomForest,baseline,0.2583239972679605,0.5338529003644247,0.28499891922750836,0.44843098136569287,0.495386284437345,0.374093534301253
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.1,0,LightGBM,baseline,0.3414127993923727,0.5030615630609802,0.25307093622935656,0.4165162234395322,0.5573885326838477,0.5086112176319372
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.1,0,LightGBM,tuned,0.3438820663139942,0.5021176031609083,0.25212208740405534,0.40637652577601113,0.5727172243593018,0.5442367839389713
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.1,0,RandomForest,tuned,0.2557215397131568,0.534788695032144,0.28599894833418354,0.45624665886807064,0.5251731444109986,0.33752674076234784
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.1,1,MeanPredictor,baseline,-0.00030418085602690326,0.619984075739911,0.38438025417107163,0.5391933733340987,,0.0
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.1,1,BayesianRidge,baseline,0.31842463295536627,0.5117660075685208,0.2619044465026233,0.4167988045262093,0.5526030866013065,0.4842547023944816
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.1,1,RandomForest,baseline,0.2424331269771831,0.5395416560151752,0.2911051985755977,0.45195363393854676,0.4732095218606732,0.3621622437203341
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.1,1,LightGBM,baseline,0.3399196678258881,0.5036315041723193,0.25364469199487283,0.4119535025983346,0.5654417040597375,0.5084594339042311
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.1,1,LightGBM,tuned,0.3518356453816355,0.49906494398926904,0.24906581831901226,0.4017573758661451,0.5795523477085882,0.5453202864641347
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.1,1,RandomForest,tuned,0.2457068383190869,0.5383746197839371,0.2898472312274988,0.4584424045463704,0.5019099200611469,0.3327873586574173
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.1,2,MeanPredictor,baseline,-0.00042034800252843674,0.6200200746347719,0.3844248929501082,0.5393680535685934,,0.0
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.1,2,BayesianRidge,baseline,0.31789049931695257,0.5119664974329946,0.26210969449380844,0.417139223361747,0.5548345701489455,0.48395539532680515
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.1,2,RandomForest,baseline,0.2565400446217516,0.5344945527138537,0.28568442688078255,0.44972784320538334,0.48984617368777167,0.3780301392408595
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.1,2,LightGBM,baseline,0.32404730680380034,0.5096507224649298,0.2597438589090249,0.4212231279911028,0.5470209928354316,0.49838571124664355
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.1,2,LightGBM,tuned,0.3440546418554036,0.5020515640302036,0.2520557729451736,0.40287562903246116,0.5774081507386798,0.5439383728219543
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.1,2,RandomForest,tuned,0.24984396915368923,0.5368961569955697,0.28825748339661145,0.4583912541089477,0.508045798384172,0.33153335142211643
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.1,3,MeanPredictor,baseline,-0.0003545203470103342,0.6199996756397951,0.38439959779345106,0.5392711651439134,,7.969668838337486e-32
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.1,3,BayesianRidge,baseline,0.31786923365954955,0.5119744779839693,0.26211786610695786,0.41746255842085067,0.5521890995680887,0.48542802054169165
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.1,3,RandomForest,baseline,0.24903574140884321,0.5371853085411501,0.2885680557124506,0.4508516918796716,0.4810767427094248,0.37228837023398426
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.1,3,LightGBM,baseline,0.3316960932563344,0.5067590260281415,0.25680471046099057,0.41757607537926184,0.5487922591246673,0.5024634172477062
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.1,3,LightGBM,tuned,0.34063140146985404,0.5033599098332018,0.253371198827289,0.40571269901043977,0.5742302346077323,0.5415802082852914
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.1,3,RandomForest,tuned,0.24426181212290032,0.5388900647269127,0.2904025018613761,0.45739499788943655,0.5125847519074833,0.3292370649804998
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.1,4,MeanPredictor,baseline,-0.0002942950973345848,0.6199810121577396,0.38437645543613524,0.5391778956404581,,-7.970148672420288e-32
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.1,4,BayesianRidge,baseline,0.31678880340277915,0.5123797769984422,0.2625330358769733,0.417814952981868,0.5516560105015005,0.483761094264026
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.1,4,RandomForest,baseline,0.2447825547030117,0.538704371212415,0.29020239956336347,0.4509997561485901,0.47211721695769526,0.36864185419318496
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.1,4,LightGBM,baseline,0.32173272318231216,0.5105225446621815,0.26063326860834907,0.4214164230157857,0.5486224994726079,0.49140340754825956
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.1,4,LightGBM,tuned,0.33591759953099165,0.505155956353362,0.2551825402392797,0.40627891187915327,0.5681213324962854,0.5363485834659721
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.1,4,RandomForest,tuned,0.24898925134133365,0.5372019360933081,0.28858592014239876,0.4583049775718868,0.5196497650903622,0.33111366478100923
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.1,5,MeanPredictor,baseline,-0.0003244422923041057,0.6199903546820937,0.3843880398988284,0.5392253053109044,,7.969908472725264e-32
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.1,5,BayesianRidge,baseline,0.3161255663420883,0.5126284166763503,0.2627878935841018,0.41800106467031595,0.5512392434770133,0.48307644159013846
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.1,5,RandomForest,baseline,0.2479814173034347,0.5375622697370066,0.2889731938448023,0.4508506323610008,0.48371070721530507,0.36902490964590234
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.1,5,LightGBM,baseline,0.3375782995532026,0.5045239281287788,0.2545443940544931,0.4178144015273621,0.5588906803737991,0.5007803416436905
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.1,5,LightGBM,tuned,0.3442607428280373,0.5019726844073843,0.2519765758911554,0.40279966850979,0.5782620199089775,0.5409782292442001
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.1,5,RandomForest,tuned,0.2537704774067311,0.535489187667146,0.28674867010842,0.4554850560996351,0.5257296832187583,0.338419579650857
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.1,6,MeanPredictor,baseline,-0.0003070353535448156,0.6199849603417034,0.3843813510499035,0.5391977955322816,,3.985023580925751e-32
LOG HLM_CLint (mL/min/kg),HLM,systematic_bias,0.1,6,BayesianRidge,baseline,0.3186750659552948,0.5116719791765614,0.2618082142744595,0.4168200825712584,0.5535016415571956,0.4849315717538975
