endpoint,ep_short,fraction,n_train,seed,model,arm,R2,RMSE,MSE,MAE,Spearman,CCC
LOG HLM_CLint (mL/min/kg),HLM,0.75,1851,7,MeanPredictor,baseline,-0.002295713577830538,0.6206009404145713,0.38514552724345025,0.5363940442367942,,0.0
LOG HLM_CLint (mL/min/kg),HLM,0.75,1851,7,BayesianRidge,baseline,0.30440847045582975,0.5170013001141194,0.26729034431968973,0.4200856312997314,0.5463716074674021,0.46548320526378234
LOG HLM_CLint (mL/min/kg),HLM,0.75,1851,7,RandomForest,baseline,0.23583150405477926,0.5418874056831899,0.293641960438058,0.4519662744854531,0.47802953764946404,0.36653234702110216
LOG HLM_CLint (mL/min/kg),HLM,0.75,1851,7,LightGBM,baseline,0.32338192129221643,0.5099015024366284,0.2599995421871309,0.41436191059408206,0.547514216578919,0.4996413755914101
LOG HLM_CLint (mL/min/kg),HLM,0.75,1851,7,LightGBM,tuned,0.2879356242476826,0.5230872352621864,0.27362025569423787,0.41927609434375435,0.5291820977469099,0.4887361959786868
LOG HLM_CLint (mL/min/kg),HLM,0.75,1851,7,RandomForest,tuned,0.2396559587627085,0.5405297055564016,0.2921723625888902,0.4512048726319741,0.5018202138613854,0.35551039416935487
LOG HLM_CLint (mL/min/kg),HLM,0.75,1851,8,MeanPredictor,baseline,-0.0004487846411265206,0.6200288865114655,0.3844358201086478,0.5374161476311842,,3.984458960065329e-32
LOG HLM_CLint (mL/min/kg),HLM,0.75,1851,8,BayesianRidge,baseline,0.30710694207322087,0.5159975005035303,0.2662534205258908,0.4228191529569264,0.5317513759744544,0.4739117660620714
LOG HLM_CLint (mL/min/kg),HLM,0.75,1851,8,RandomForest,baseline,0.2360785259483853,0.5417998144823422,0.29354703897310036,0.45787125519783173,0.46235236892024484,0.35785380613811396
LOG HLM_CLint (mL/min/kg),HLM,0.75,1851,8,LightGBM,baseline,0.3055507857087464,0.5165766104002277,0.26685139441258865,0.42585697007517126,0.5250198330406172,0.4903127011785304
LOG HLM_CLint (mL/min/kg),HLM,0.75,1851,8,LightGBM,tuned,0.2779231293519542,0.5267520201300301,0.2774676907110676,0.42745602425121887,0.5146178007079312,0.4861859137436248
LOG HLM_CLint (mL/min/kg),HLM,0.75,1851,8,RandomForest,tuned,0.23819569670788243,0.541048507811575,0.292733487805132,0.45860914218186094,0.4731425189229461,0.3520146290232185
LOG HLM_CLint (mL/min/kg),HLM,0.75,1851,9,MeanPredictor,baseline,-0.0018050475246975672,0.6204490166427944,0.3849569822530105,0.5365900409157762,,0.0
LOG HLM_CLint (mL/min/kg),HLM,0.75,1851,9,BayesianRidge,baseline,0.30236073155744436,0.517761736097617,0.2680772153668184,0.42113907109069876,0.5365539138551711,0.46179328009998977
LOG HLM_CLint (mL/min/kg),HLM,0.75,1851,9,RandomForest,baseline,0.21960653870427405,0.5476099161622573,0.2998766202792345,0.45507778830001633,0.4584202257134835,0.34759985275207167
LOG HLM_CLint (mL/min/kg),HLM,0.75,1851,9,LightGBM,baseline,0.3240488168641411,0.5096501531915316,0.2597432786481516,0.41379583036326145,0.5484226232484622,0.4971280402031451
LOG HLM_CLint (mL/min/kg),HLM,0.75,1851,9,LightGBM,tuned,0.3251152245045098,0.5092479722649383,0.2593334972559514,0.4137414881148087,0.547654187328382,0.5135871975827783
LOG HLM_CLint (mL/min/kg),HLM,0.75,1851,9,RandomForest,tuned,0.22841144676155556,0.544511906801712,0.29649321664883627,0.45469292434255665,0.4798340093899745,0.3440508389050107
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,0,MeanPredictor,baseline,-0.0010183981987621493,0.6202053706096967,0.3846547017331112,0.5369857228715365,,0.0
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,0,BayesianRidge,baseline,0.3196803285803046,0.5112943659691889,0.26142192867183484,0.415620142535537,0.5531866788426242,0.485318879666084
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,0,RandomForest,baseline,0.2537111526645499,0.5355104727581829,0.2867714664336925,0.4479258265261165,0.49866093396820743,0.3750646216785405
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,0,LightGBM,baseline,0.32899966567739847,0.5077803154964627,0.2578408488056872,0.4181031835636731,0.5520668829148699,0.4999294216958108
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,0,LightGBM,tuned,0.34122568257124575,0.5031330225391358,0.2531428383693665,0.4060109535089095,0.5702143055529871,0.5406145990229766
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,0,RandomForest,tuned,0.25836092318015436,0.5338396106997867,0.2849847299520998,0.4459585761139806,0.5031982915706049,0.3747743154826229
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,1,MeanPredictor,baseline,-0.0010183981987621493,0.6202053706096967,0.3846547017331112,0.5369857228715365,,0.0
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,1,BayesianRidge,baseline,0.3196803285803046,0.5112943659691889,0.26142192867183484,0.4156201425355369,0.5531866788426242,0.4853188796660844
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,1,RandomForest,baseline,0.22998357636546152,0.5439568961152591,0.29588910483134684,0.4546814434166991,0.47173437612296,0.3566425144011766
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,1,LightGBM,baseline,0.32899966567739847,0.5077803154964627,0.2578408488056872,0.4181031835636731,0.5520668829148699,0.4999294216958108
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,1,LightGBM,tuned,0.34122568257124575,0.5031330225391358,0.2531428383693665,0.4060109535089095,0.5702143055529871,0.5406145990229766
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,1,RandomForest,tuned,0.25000889727590647,0.5368371331798776,0.2881941075607896,0.44833192898833335,0.4991562357460584,0.3680987696619338
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,2,MeanPredictor,baseline,-0.0010183981987621493,0.6202053706096967,0.3846547017331112,0.5369857228715365,,0.0
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,2,BayesianRidge,baseline,0.31968032858030415,0.511294365969189,0.261421928671835,0.415620142535537,0.5531866788426242,0.4853188796660844
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,2,RandomForest,baseline,0.24263889122481896,0.5394683780470005,0.2910261309126615,0.44840359518320394,0.4839812415508841,0.36687802092598565
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,2,LightGBM,baseline,0.32899966567739847,0.5077803154964627,0.2578408488056872,0.4181031835636731,0.5520668829148699,0.4999294216958108
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,2,LightGBM,tuned,0.34122568257124575,0.5031330225391358,0.2531428383693665,0.4060109535089095,0.5702143055529871,0.5406145990229766
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,2,RandomForest,tuned,0.250539046704232,0.5366473614540505,0.2879903905555942,0.4481064113373788,0.5014041675753754,0.36655575043056815
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,3,MeanPredictor,baseline,-0.0010183981987621493,0.6202053706096967,0.3846547017331112,0.5369857228715365,,0.0
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,3,BayesianRidge,baseline,0.3196803285803046,0.5112943659691889,0.26142192867183484,0.4156201425355368,0.5531866788426242,0.4853188796660843
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,3,RandomForest,baseline,0.2474873024904436,0.5377388437404561,0.2891630640673227,0.4473425873432848,0.48602435494935403,0.37188890334270086
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,3,LightGBM,baseline,0.32899966567739847,0.5077803154964627,0.2578408488056872,0.4181031835636731,0.5520668829148699,0.4999294216958108
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,3,LightGBM,tuned,0.34122568257124575,0.5031330225391358,0.2531428383693665,0.4060109535089095,0.5702143055529871,0.5406145990229766
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,3,RandomForest,tuned,0.24974107064603557,0.5369329786144519,0.28829702352378744,0.44858047057943373,0.4869147758567139,0.36573063814181933
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,4,MeanPredictor,baseline,-0.0010183981987621493,0.6202053706096967,0.3846547017331112,0.5369857228715365,,0.0
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,4,BayesianRidge,baseline,0.31968032858030515,0.5112943659691886,0.26142192867183467,0.4156201425355367,0.5531866788426242,0.48531887966608456
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,4,RandomForest,baseline,0.24519956107841012,0.5385556232078733,0.29004215928882077,0.4487586645070874,0.48369778540403385,0.3699936040703517
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,4,LightGBM,baseline,0.32899966567739847,0.5077803154964627,0.2578408488056872,0.4181031835636731,0.5520668829148699,0.4999294216958108
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,4,LightGBM,tuned,0.34122568257124575,0.5031330225391358,0.2531428383693665,0.4060109535089095,0.5702143055529871,0.5406145990229766
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,4,RandomForest,tuned,0.23248027216625666,0.5430743191244981,0.29492971609253715,0.4551550813538835,0.47026473888646597,0.3523185930629719
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,5,MeanPredictor,baseline,-0.0010183981987621493,0.6202053706096967,0.3846547017331112,0.5369857228715365,,0.0
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,5,BayesianRidge,baseline,0.31968032858030515,0.5112943659691886,0.26142192867183467,0.4156201425355369,0.5531866788426242,0.4853188796660851
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,5,RandomForest,baseline,0.26436942930650253,0.5316727199581255,0.28267588114767134,0.44098271072957934,0.5155121599362562,0.3843240239953429
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,5,LightGBM,baseline,0.32899966567739847,0.5077803154964627,0.2578408488056872,0.4181031835636731,0.5520668829148699,0.4999294216958108
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,5,LightGBM,tuned,0.34122568257124575,0.5031330225391358,0.2531428383693665,0.4060109535089095,0.5702143055529871,0.5406145990229766
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,5,RandomForest,tuned,0.2359501660527734,0.5418453312329845,0.2935963629789827,0.4529913334432848,0.48143922268217687,0.35191682739454594
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,6,MeanPredictor,baseline,-0.0010183981987621493,0.6202053706096967,0.3846547017331112,0.5369857228715365,,0.0
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,6,BayesianRidge,baseline,0.31968032858030415,0.511294365969189,0.261421928671835,0.4156201425355371,0.5531866788426242,0.4853188796660843
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,6,RandomForest,baseline,0.2617299873438834,0.5326256865825002,0.2836901220074798,0.4430514453494337,0.5121547027024861,0.3803569236777074
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,6,LightGBM,baseline,0.32899966567739847,0.5077803154964627,0.2578408488056872,0.4181031835636731,0.5520668829148699,0.4999294216958108
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,6,LightGBM,tuned,0.34122568257124575,0.5031330225391358,0.2531428383693665,0.4060109535089095,0.5702143055529871,0.5406145990229766
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,6,RandomForest,tuned,0.2611803629418452,0.532823913250595,0.28390132253167755,0.4463992061717314,0.5135659858629804,0.3757400554361812
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,7,MeanPredictor,baseline,-0.0010183981987621493,0.6202053706096967,0.3846547017331112,0.5369857228715365,,0.0
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,7,BayesianRidge,baseline,0.3196803285803046,0.5112943659691889,0.26142192867183484,0.4156201425355368,0.5531866788426242,0.48531887966608483
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,7,RandomForest,baseline,0.25006311072806975,0.5368177300695622,0.28817327531703735,0.4472390320025082,0.48642403017566577,0.37509093376605496
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,7,LightGBM,baseline,0.32899966567739847,0.5077803154964627,0.2578408488056872,0.4181031835636731,0.5520668829148699,0.4999294216958108
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,7,LightGBM,tuned,0.34122568257124575,0.5031330225391358,0.2531428383693665,0.4060109535089095,0.5702143055529871,0.5406145990229766
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,7,RandomForest,tuned,0.25119286762119,0.5364132279573052,0.2877391511275758,0.45019060421644025,0.49660744708379667,0.368639313819362
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,8,MeanPredictor,baseline,-0.0010183981987621493,0.6202053706096967,0.3846547017331112,0.5369857228715365,,0.0
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,8,BayesianRidge,baseline,0.31968032858030393,0.5112943659691891,0.2614219286718351,0.4156201425355371,0.5531866788426242,0.48531887966608384
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,8,RandomForest,baseline,0.24153393213965313,0.5398617658372412,0.2914507262129043,0.4478425894010518,0.480533717748114,0.3653737953966307
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,8,LightGBM,baseline,0.32899966567739847,0.5077803154964627,0.2578408488056872,0.4181031835636731,0.5520668829148699,0.4999294216958108
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,8,LightGBM,tuned,0.34122568257124575,0.5031330225391358,0.2531428383693665,0.4060109535089095,0.5702143055529871,0.5406145990229766
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,8,RandomForest,tuned,0.25172140977616464,0.5362238821039702,0.28753605173865254,0.44873791289383497,0.49827956035108667,0.36974908287722824
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,9,MeanPredictor,baseline,-0.0010183981987621493,0.6202053706096967,0.3846547017331112,0.5369857228715365,,0.0
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,9,BayesianRidge,baseline,0.3196803285803037,0.5112943659691892,0.26142192867183517,0.4156201425355371,0.5531866788426242,0.4853188796660837
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,9,RandomForest,baseline,0.2448160110029538,0.5386924387188357,0.2901895435328465,0.4483564155102751,0.49112659133331976,0.3686673598909135
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,9,LightGBM,baseline,0.32899966567739847,0.5077803154964627,0.2578408488056872,0.4181031835636731,0.5520668829148699,0.4999294216958108
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,9,LightGBM,tuned,0.34122568257124575,0.5031330225391358,0.2531428383693665,0.4060109535089095,0.5702143055529871,0.5406145990229766
LOG HLM_CLint (mL/min/kg),HLM,1.0,2469,9,RandomForest,tuned,0.263831109276372,0.5318672182188332,0.28288273781583995,0.445439367662492,0.5098113245062493,0.38143708437712415
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,0,MeanPredictor,baseline,-9.797200757333258e-07,0.6735209069326354,0.4536304120753597,0.5814501563194348,,0.0
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,0,BayesianRidge,baseline,0.014158189455804826,0.6687356642352981,0.4472073886202253,0.5309622731125765,0.35343912427409235,0.2749581032033068
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,0,RandomForest,baseline,0.047715482059716985,0.6572555021162316,0.4319847950620597,0.5212102966699622,0.30630303462632175,0.21506206605808462
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,0,LightGBM,baseline,-0.02835332296198878,0.6830021117264923,0.4664918846228479,0.545079826334627,0.28705470511668313,0.24125305610490455
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,0,LightGBM,tuned,-0.25124937225609334,0.7533951235920796,0.5676042122523249,0.6011719748526966,0.27579201906474277,0.24671452435181215
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,0,RandomForest,tuned,0.0552503293553922,0.6546501069480648,0.42856676252711273,0.5231305884876793,0.35525344755469235,0.1554147959725193
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,1,MeanPredictor,baseline,-0.007980429750393592,0.6762027282808296,0.45725012973443746,0.5714814556254568,,2.9351711741808536e-32
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,1,BayesianRidge,baseline,0.16013809422669412,0.6172410624239046,0.3809865291421905,0.48592484117007695,0.44581907998197184,0.3520930026993455
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,1,RandomForest,baseline,0.10439196483568658,0.6373967712611711,0.40627464401416574,0.49013992628529296,0.4261010612599584,0.2638729572426414
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,1,LightGBM,baseline,-0.024403698685027564,0.6816892376221588,0.46470021668988015,0.5376393860958523,0.3257765222486467,0.27085638431383996
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,1,LightGBM,tuned,-0.14070353816773729,0.7193450556662897,0.5174573091115374,0.5697971686263255,0.35386831268965024,0.3129527557513777
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,1,RandomForest,tuned,0.09788727645890272,0.6397072499136358,0.40922536559206685,0.498813762467084,0.4755288466215099,0.20342805097890906
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,2,MeanPredictor,baseline,-0.011860247723222805,0.6775028645222988,0.4590101314359204,0.5696624147188226,,0.0
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,2,BayesianRidge,baseline,0.09918362103905154,0.6392474519637268,0.4086373048421172,0.4978504327353295,0.4323147658775579,0.3233156298180783
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,2,RandomForest,baseline,0.024152131559565637,0.6653373858329701,0.44267383698705054,0.5184015972972212,0.3113184849889918,0.18777321912930464
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,2,LightGBM,baseline,-0.0227215578965414,0.6811293175443448,0.46393714721842494,0.5365584014851925,0.33121281939308084,0.2569294964012089
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,2,LightGBM,tuned,-0.13239217780063894,0.7167196292673481,0.5136870269771249,0.5647253262663596,0.3218616957462055,0.2806974588094279
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,2,RandomForest,tuned,0.06091217443563135,0.6526855138016724,0.42599837992655304,0.5127421483928728,0.4109301993793915,0.16485419051998357
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,3,MeanPredictor,baseline,-0.017002099336473675,0.6792220766559893,0.4613426294168746,0.5996117875487083,,1.4545668605168422e-32
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,3,BayesianRidge,baseline,0.15463620033437442,0.6192595199837864,0.3834823530905495,0.4992941781786132,0.4336101320657443,0.34894302756968226
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,3,RandomForest,baseline,0.14238535669911823,0.6237304729548128,0.38903970289243445,0.5078380597843856,0.4200864442117073,0.242243643757755
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,3,LightGBM,baseline,0.016730457819172817,0.667862658490334,0.4460405306057765,0.5366379440465001,0.3596414793612158,0.29278181066891945
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,3,LightGBM,tuned,-0.058125355940822576,0.6928184256930249,0.47999737097976136,0.5397532324236289,0.3692959783925134,0.310040026843919
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,3,RandomForest,tuned,0.1431056428317382,0.623468491198552,0.3887129595173989,0.522394708884867,0.45196420638960855,0.187843037554098
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,4,MeanPredictor,baseline,-0.017892575441735836,0.6795193713675081,0.4617465760636933,0.5674594661725629,,0.0
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,4,BayesianRidge,baseline,0.14107345776828495,0.6242073530181952,0.3896348195619818,0.48724550417881457,0.4406248074784295,0.3323897678144548
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,4,RandomForest,baseline,0.01147985809871055,0.6696434573615175,0.4484223599870865,0.5121156209400567,0.3736384874532679,0.2058711981609401
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,4,LightGBM,baseline,-0.0032868495873565884,0.6746265493715319,0.4551209811169399,0.5342133886391681,0.2876648395486388,0.19444641255053802
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,4,LightGBM,tuned,-0.06325046953401459,0.6944942592226504,0.4823222760932179,0.5526228308465791,0.3417550173503483,0.2940684837467684
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,4,RandomForest,tuned,0.06643989509531201,0.6507617384131857,0.4234908401825516,0.5080640750708868,0.45941742567451455,0.17256779211212395
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,5,MeanPredictor,baseline,-0.0020466283004321184,0.6742094478533208,0.45455837957467976,0.5759105145443153,,0.0
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,5,BayesianRidge,baseline,0.046759410751693764,0.6575853538960433,0.4324184976585846,0.5260609341236063,0.3326357702646179,0.273992665360348
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,5,RandomForest,baseline,-0.01057293480882171,0.6770717596534445,0.45842616772021166,0.5395217060211909,0.23071849860735977,0.15213815531183
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,5,LightGBM,baseline,0.06663841313863372,0.6506925437170635,0.42340078644898266,0.5267184862228687,0.36814888776174803,0.2981831704189479
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,5,LightGBM,tuned,-0.048362066072006105,0.6896147113515355,0.4755684501124616,0.5518121175359069,0.30195663323863914,0.2735767591655374
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,5,RandomForest,tuned,0.05125481243565211,0.6560329631490627,0.4303792487381394,0.5296956807907455,0.29913385558693545,0.13680576788454593
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,6,MeanPredictor,baseline,-0.006267381144156925,0.675627885415201,0.4564730395506161,0.5724765044289496,,0.0
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,6,BayesianRidge,baseline,0.17683795866656926,0.6110736209137607,0.3734109701766545,0.4781857416667822,0.4730848359473034,0.3795876522239273
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,6,RandomForest,baseline,0.0653856380164185,0.6511290830450899,0.4239690827871396,0.504353814372533,0.38158010356444566,0.2360137965000477
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,6,LightGBM,baseline,0.010308346432695625,0.6700401426677632,0.44895379278623654,0.5357604649762991,0.344230246460524,0.2877802995568855
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,6,LightGBM,tuned,-0.11991283903573158,0.7127594439479348,0.5080260249369692,0.5593687151834529,0.3311412354453692,0.29759669225115587
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,6,RandomForest,tuned,0.06559334550337548,0.6510567259821157,0.42387486044655165,0.5094416457041452,0.4465879503383516,0.16787070722616634
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,7,MeanPredictor,baseline,-0.0005340297267171223,0.67370039300317,0.45387221953262563,0.5843508596353767,,0.0
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,7,BayesianRidge,baseline,0.07291509021918197,0.6485009619329918,0.42055349762801564,0.5200376026263336,0.34923477742074593,0.2822836481762931
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,7,RandomForest,baseline,0.07112243568456256,0.6491276449563319,0.42136669944655364,0.517071973274329,0.3079404812471831,0.20859231783285462
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,7,LightGBM,baseline,-0.0063333298254286685,0.6756500246790254,0.45650295584876754,0.5451239630382401,0.27713880527202983,0.22487734481129112
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,7,LightGBM,tuned,-0.045290741189295325,0.6886038085178519,0.4741752051052904,0.5413691653012213,0.34290682326655253,0.30398416355570523
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,7,RandomForest,tuned,0.08559727551341789,0.6440500588644673,0.41480047832332384,0.5281709316044081,0.3509976265130169,0.1490399132759917
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,8,MeanPredictor,baseline,-0.002778491126649074,0.6744556134282352,0.4548903744848571,0.5751399647379422,,-2.9503974484112855e-32
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,8,BayesianRidge,baseline,0.1362630480542364,0.6259528461193581,0.39181696556492474,0.5002885843477954,0.4119257182878469,0.3466658505401075
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,8,RandomForest,baseline,0.12186549727191187,0.6311482599678759,0.3983481260604775,0.4965674894482419,0.40493406440191043,0.2719776780606738
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,8,LightGBM,baseline,0.015103343150266957,0.6684150197148377,0.4467786385803869,0.5316256470952453,0.35020307489533087,0.3113836787940245
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,8,LightGBM,tuned,-0.09974011461631727,0.7063108894893801,0.4988750726112794,0.550257513342566,0.3668955788717421,0.335321814320574
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,8,RandomForest,tuned,0.11842903669750815,0.6323820107811872,0.39990700755965747,0.502070790132077,0.4417390007360403,0.21361206617006853
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,9,MeanPredictor,baseline,-0.04250489040564043,0.6876855820100035,0.4729114597044373,0.5620861510184175,,0.0
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,9,BayesianRidge,baseline,0.15285200539185262,0.6199126691596148,0.38429171738459805,0.47933438504241455,0.4675149234615298,0.3734151527339767
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,9,RandomForest,baseline,-0.013073318058284267,0.677908855593999,0.4595604164927654,0.5095162204145935,0.34825620041049654,0.22915018631109052
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,9,LightGBM,baseline,-0.017909818543008438,0.6795251268725577,0.4617543980511657,0.5347292973873654,0.2965942176761706,0.2332381830890421
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,9,LightGBM,tuned,-0.05744548537201588,0.6925958138161326,0.4796889613156309,0.535324565280348,0.3866067888092438,0.3393495016901254
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.05,105,9,RandomForest,tuned,0.05086957236778411,0.6561661414441177,0.4305540051776619,0.5024581064565369,0.45050347430505794,0.18862514119840212
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.1,211,0,MeanPredictor,baseline,-1.1324794766398583e-06,0.6735209583759082,0.45363048137160183,0.5814599094133167,,0.0
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.1,211,0,BayesianRidge,baseline,0.13644214329282578,0.6258879473177592,0.39173572259763806,0.5030073453092241,0.42845841696200154,0.30713148453319916
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.1,211,0,RandomForest,baseline,0.09266183004537243,0.6415573120770794,0.41159578467956714,0.5115415915512476,0.37653895663846804,0.22685514775001606
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.1,211,0,LightGBM,baseline,0.07567773010557899,0.6475340001773919,0.4193002813857346,0.515208842506584,0.39182854928019467,0.32991060129531735
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.1,211,0,LightGBM,tuned,0.07579190220748278,0.6474940073072816,0.419248489498842,0.5132901273396373,0.3962914751507642,0.32491850279987583
LOG MDR1-MDCK ER (B-A/A-B),MDR1,0.1,211,0,RandomForest,tuned,0.07907061555201123,0.6463444645623929,0.41776116687044645,0.514777052299647,0.3598205455777593,0.20782252322755027
