endpoint,ep_short,fraction,n_train,seed,model,arm,R2,RMSE,MSE,MAE,Spearman,CCC
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,1,LightGBM,tuned,-0.14347098607204023,0.7347298275708188,0.5398279195222452,0.5406613380035592,0.038260606832620954,0.04632061093976381
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,1,RandomForest,tuned,0.03624940124384357,0.674524031121764,0.45498266856075437,0.4803907663850348,0.1805686980795514,0.09252793783830116
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,2,MeanPredictor,baseline,-0.05540934349621396,0.7058713640337642,0.49825438256288684,0.46573594196054535,,0.0
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,2,BayesianRidge,baseline,-0.005009644718740658,0.6888112175205556,0.47446089338215025,0.45539590422291015,0.260874319114984,0.16639165312973792
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,2,RandomForest,baseline,-0.07963387158547763,0.7139262440930289,0.509690682004779,0.44912304235708056,0.16403825108784983,0.094400436408319
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,2,LightGBM,baseline,-0.06126331426384546,0.7078262625332574,0.5010180179317999,0.47364712587179647,0.22324375505174876,0.129078415758088
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,2,LightGBM,tuned,-0.05607776287530286,0.7060948523994947,0.4985699405850641,0.4710128561904764,0.23066962510742076,0.12909602337383255
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,2,RandomForest,tuned,-0.012194235733502534,0.6912689122635934,0.47785270906209165,0.4415612131848067,0.3269157280377626,0.07280454986870619
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,3,MeanPredictor,baseline,-3.985067561274036e-06,0.687093692432134,0.47209774218002404,0.5252395482927826,,0.0
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,3,BayesianRidge,baseline,0.04785269791303637,0.6704511915352667,0.4495048002310588,0.5168826979892472,0.27133775809009963,0.24925580881363665
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,3,RandomForest,baseline,0.07633465408587836,0.660347322712116,0.43605858661305946,0.4615385048073333,0.22918062113829818,0.19427513538701677
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,3,LightGBM,baseline,-0.038977716078255176,0.7003549666218573,0.4904970792719028,0.551745763098822,0.17419303578327577,0.15736475117728177
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,3,LightGBM,tuned,-0.03707243875155686,0.6997125164895971,0.4895976057322046,0.5510608970276802,0.1759851560306087,0.15966932689903032
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,3,RandomForest,tuned,0.07447892720984362,0.6610103384895704,0.43693466759009636,0.5010626322058809,0.224705394355312,0.12274102636032475
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,4,MeanPredictor,baseline,-0.020698352397520825,0.694166743181584,0.48186746733932717,0.5714129252309008,,7.526855279726223e-33
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,4,BayesianRidge,baseline,-0.05557044822537471,0.7059252364370369,0.49833043943868643,0.5589735507071276,0.24660352812796793,0.23383564947062116
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,4,RandomForest,baseline,0.01671673354937131,0.6813251500793123,0.46420396013059745,0.49052630215770116,0.197159050031165,0.13338017670132019
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,4,LightGBM,baseline,-0.133407829283112,0.7314896751527985,0.5350771448551467,0.5722162690161342,0.19336531330974419,0.19200646955088688
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,4,LightGBM,tuned,-0.12778263153789027,0.7296721950870723,0.5324215122831865,0.5709046942544507,0.18879866774534657,0.1940770572658812
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,4,RandomForest,tuned,0.023018190214140866,0.6791384752183155,0.4612290685218586,0.5394220012770036,0.21663547267419744,0.12465967519077598
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,5,MeanPredictor,baseline,-0.006553055011988107,0.6893399241253764,0.4751895309931797,0.5508497317796844,,0.0
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,5,BayesianRidge,baseline,-0.0616358903864751,0.7079504993833562,0.5011939095771434,0.5585576327776212,0.1959513572732165,0.21357650820842977
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,5,RandomForest,baseline,0.11226590922795054,0.6473759261707847,0.41909558978548117,0.48212111026629884,0.2356662111579571,0.19860068788687538
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,5,LightGBM,baseline,-0.015475576168574756,0.6923884865445961,0.4794018162995162,0.5407529827319761,0.23567599624795488,0.23917891517834544
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,5,LightGBM,tuned,-0.021319083614249834,0.6943777876469285,0.482160511977443,0.5421119743327608,0.22385923171385796,0.23201243660838192
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,5,RandomForest,tuned,0.09299642315539136,0.6543642979265971,0.42819263440096833,0.5095543888099959,0.21725346033565665,0.17548382361473625
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,6,MeanPredictor,baseline,-0.00787533410989516,0.689792558297192,0.47581377348218507,0.5533396772015773,,0.0
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,6,BayesianRidge,baseline,0.08903276308572916,0.6557925448750214,0.4300638619136569,0.5010473921128602,0.3611812646386461,0.2991221522669369
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,6,RandomForest,baseline,0.06630275049502676,0.6639236452896581,0.4407946067747078,0.482191619666023,0.2614175184409275,0.14568073280721947
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,6,LightGBM,baseline,0.04842865802360807,0.6702483807118413,0.4492328918468454,0.5052163179267793,0.2643828048530771,0.2179645465237082
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,6,LightGBM,tuned,0.04548017114524194,0.6712859750492939,0.4506248602978812,0.5076267560381096,0.2584111501158713,0.21563723625941697
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,6,RandomForest,tuned,0.10917674310950398,0.6485013279272956,0.42055397232346586,0.49142676102132815,0.3649087888669139,0.16147526163486964
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,7,MeanPredictor,baseline,-0.0025305854987318632,0.6879611470029334,0.4732905397855917,0.5413486754451483,,-7.663256257592608e-33
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,7,BayesianRidge,baseline,0.02334759978178247,0.6790239727936355,0.46107355562845187,0.5170036808007707,0.2884276894328411,0.27043877417829754
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,7,RandomForest,baseline,0.0379646994177113,0.6739234996590893,0.45417288339275447,0.4708154562277472,0.22650456992331722,0.12235574896981931
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,7,LightGBM,baseline,-0.10453766012973786,0.722113327321904,0.5214476574959113,0.5546194527791772,0.2114633646401684,0.19432137612415265
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,7,LightGBM,tuned,-0.07619864330704584,0.7127895376290744,0.5080689249534697,0.5474339395936914,0.2200491614772236,0.1982307584315209
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,7,RandomForest,tuned,0.1200636236070064,0.6445264316558853,0.4154143211030686,0.4749089332918271,0.3374410536320941,0.1844460933335432
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,8,MeanPredictor,baseline,-0.0016042247365855022,0.6876432277744995,0.4728532087041322,0.5138834055265169,,7.670343827445033e-33
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,8,BayesianRidge,baseline,0.1203120960668802,0.644435425999555,0.4152970182832279,0.47483336777334045,0.3841829715762172,0.3147566355552526
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,8,RandomForest,baseline,0.03672077439320509,0.6743590551390459,0.4547601352480268,0.4435061825791724,0.35596561807800325,0.1839212375449294
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,8,LightGBM,baseline,-0.002473240609971894,0.6879414709849724,0.47326346750096754,0.5122187356433335,0.28798188808837133,0.21882503456179525
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,8,LightGBM,tuned,-0.0022722279846121296,0.6878724956505801,0.4731685702725573,0.5132701123266133,0.2869791854974087,0.21754892293394615
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,8,RandomForest,tuned,0.12400001633653468,0.6430831722170884,0.4135559663887935,0.45940450549847095,0.38644002501724384,0.18126332000102152
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,9,MeanPredictor,baseline,-0.0001226797088433873,0.6871344682293837,0.47215377742887793,0.522469785668805,,0.0
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,9,BayesianRidge,baseline,0.022282788675664356,0.6793940304007927,0.46157624854423324,0.4966153687532701,0.16423119910392237,0.1858415936875067
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,9,RandomForest,baseline,0.01681979725156768,0.6812894422955541,0.4641553041833871,0.45501803183459777,0.1965690533397819,0.11592196814510139
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,9,LightGBM,baseline,-0.021924662468393752,0.6945836186147066,0.4824464032479002,0.5195964197790581,0.1289170327786808,0.11907852817997065
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,9,LightGBM,tuned,-0.021293797088210775,0.694369191650353,0.48214857431316466,0.5191985086426145,0.12121959275985299,0.1210472646250496
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.05,86,9,RandomForest,tuned,0.08614256553371724,0.6568320273974081,0.4314283122149894,0.4823840887643961,0.2483687527567238,0.11899897246019132
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,0,MeanPredictor,baseline,-0.006339179030421471,0.6892666835322506,0.47508856102754776,0.5025845215418111,,0.0
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,0,BayesianRidge,baseline,0.12478969162380049,0.6427932513291212,0.41318316395426286,0.46182125352110837,0.3602158685204502,0.2431266834063781
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,0,RandomForest,baseline,0.002121405972988155,0.6863631355682656,0.47109435386710125,0.4638658689908276,0.2759454033654909,0.17684102776346178
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,0,LightGBM,baseline,-0.04024068082101229,0.7007805075052767,0.4910933196993531,0.5128437489832596,0.32173696519322,0.26206971065576484
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,0,LightGBM,tuned,0.05755071558235347,0.6670280400635056,0.44492640623096164,0.4779754789475121,0.33048012750198696,0.2306932095331932
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,0,RandomForest,tuned,0.08584430665988041,0.6569392049457761,0.4315691189947884,0.4405837604599311,0.34509558143244845,0.15781371891358478
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,1,MeanPredictor,baseline,-0.0016896520966775963,0.6876725518786064,0.47289353860723465,0.513575822474201,,1.533937935102009e-32
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,1,BayesianRidge,baseline,0.012665288898997873,0.6827273470284356,0.4661166303804859,0.5162462010759041,0.3119123860018805,0.3079364192170195
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,1,RandomForest,baseline,0.06635498253920158,0.6639050747229226,0.4407699482428494,0.46749642710478156,0.24767009985867186,0.16007638393293924
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,1,LightGBM,baseline,-0.0953243594508173,0.7190953319141087,0.5170980963806621,0.5215976953915716,0.2303433108067821,0.2092192962241517
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,1,LightGBM,tuned,0.08598509261900011,0.6568886165296387,0.4315026545262227,0.47337329004758955,0.30426874342032345,0.22212560617910448
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,1,RandomForest,tuned,0.04948821289762306,0.6698751229717996,0.4487326803764836,0.4650143618354712,0.22320914610064133,0.10958201443574168
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,2,MeanPredictor,baseline,-0.015078773523526712,0.6922531960296148,0.4792144874132162,0.49084162097038075,,1.5137049425402206e-32
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,2,BayesianRidge,baseline,0.10556362561338517,0.649815135356306,0.4222597101381343,0.44952340720275147,0.34584754657555544,0.2150141649801751
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,2,RandomForest,baseline,0.04511394499351273,0.6714147407886173,0.45079775414824613,0.4494228727911724,0.28960593338138524,0.16337083731579088
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,2,LightGBM,baseline,0.048504607053621585,0.670221632465068,0.4491970366241408,0.48271636751094965,0.28832466555489605,0.21240782941790307
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,2,LightGBM,tuned,0.05882743568769211,0.6665760811443598,0.44432367195377226,0.4597537430522032,0.30569045029810155,0.17995770961383725
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,2,RandomForest,tuned,0.021945636429493987,0.6795111601174223,0.46173541672412516,0.44761420531073565,0.2857004672668654,0.09401497942566847
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,3,MeanPredictor,baseline,-0.0020598947472032503,0.6877996282567014,0.47306832863005654,0.512336812692924,,-1.533371173324783e-32
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,3,BayesianRidge,baseline,0.005403380783070122,0.6852334982645407,0.4695449471438603,0.5128216955954621,0.25278806967525075,0.27725015883221965
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,3,RandomForest,baseline,0.02884340449363154,0.6771107804281138,0.4584790089719693,0.4735781563627126,0.1655810333924116,0.1429472062838429
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,3,LightGBM,baseline,-0.03041355263191159,0.6974625245540254,0.4864539731572744,0.5272415111398367,0.2130582440252105,0.19950896918017566
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,3,LightGBM,tuned,-0.0063294615387763375,0.689263355648597,0.4750839734399642,0.5145737666351934,0.17422874822780837,0.13607945091929838
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,3,RandomForest,tuned,0.06557609650958995,0.6641819457900823,0.44113765711349984,0.4679430068279541,0.19086079525944954,0.1242092570433566
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,4,MeanPredictor,baseline,-0.007371432346316986,0.6896201008854996,0.47557588354532665,0.5524142906050229,,7.626431062132774e-33
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,4,BayesianRidge,baseline,0.1411530673143938,0.63675590458296,0.4054580820212637,0.49100368655286225,0.33788594432414254,0.2607393681261061
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,4,RandomForest,baseline,0.07153255927098212,0.6620616555114506,0.4383256356985626,0.4865590320256092,0.21412768726784492,0.1893284276043244
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,4,LightGBM,baseline,0.020646015586257782,0.6799624712768245,0.46234896234488637,0.512259862467177,0.3081878882220717,0.28256700887891884
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,4,LightGBM,tuned,0.05325375819730682,0.6685469183435627,0.44695498202667433,0.5100961107637842,0.276730727184321,0.22729622974726899
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,4,RandomForest,tuned,0.11216438341326829,0.6474129437247619,0.4191435197023617,0.47325177284926434,0.2776098442415771,0.16387548650466996
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,5,MeanPredictor,baseline,-0.007561770296368842,0.6896852479962929,0.47566574130370803,0.5527674449938474,,0.0
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,5,BayesianRidge,baseline,0.1364642956313461,0.6384916849304171,0.40767163172528303,0.5031501626649391,0.34272364019973206,0.3159257811619927
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,5,RandomForest,baseline,0.11496445815986422,0.646391225191396,0.417821616004434,0.4815750363894941,0.2618007903217395,0.26970917667618205
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,5,LightGBM,baseline,-0.08655243364768284,0.7162100994242911,0.512956906517353,0.5480197308348624,0.28061855331213287,0.2871429416541046
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,5,LightGBM,tuned,0.09218423568899803,0.654657211632228,0.42857606474208376,0.49519150972176296,0.31598621023031576,0.3318359913529457
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,5,RandomForest,tuned,0.14477719321753235,0.6354110065014665,0.40374714718320676,0.4656191524380459,0.3110192269384363,0.20697491476227164
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,6,MeanPredictor,baseline,-0.0005640156544191033,0.6872860614780623,0.47236213030202684,0.5186562410131952,,0.0
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,6,BayesianRidge,baseline,0.02596085414677618,0.6781149231947342,0.4598398490594003,0.5235990326078335,0.3911844260121003,0.33728636398100786
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,6,RandomForest,baseline,-0.01950282004964965,0.693760089271781,0.48130306146638957,0.467440177503931,0.2942254602308678,0.13533343578419063
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,6,LightGBM,baseline,0.04271382799200485,0.6722580155343665,0.45193083945020446,0.49699358602183186,0.311975497714341,0.2853450064742909
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,6,LightGBM,tuned,0.1300908782226835,0.6408435813077613,0.41068049570335724,0.46489427819062074,0.36339004792790497,0.27080761624214345
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,6,RandomForest,tuned,0.10392447393337056,0.6504102911713253,0.42303354686156813,0.45046871841239083,0.36832223645373696,0.16553972861956176
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,7,MeanPredictor,baseline,-0.0003617617676709983,0.6872165940074884,0.4722666470792531,0.5317127135813434,,0.0
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,7,BayesianRidge,baseline,0.08717703520807607,0.6564601612920267,0.43093994336355373,0.49929887806841766,0.3611294376498182,0.35323834025393075
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,7,RandomForest,baseline,0.05572431085463747,0.6676740554665473,0.44578864434314613,0.46789657086508046,0.3010262399828643,0.16429287939024645
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,7,LightGBM,baseline,0.08216530607936334,0.65825979669193,0.433305959940901,0.48308766858770275,0.3042553786268767,0.3176599228354783
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,7,LightGBM,tuned,0.1651789139190838,0.6277862528646718,0.39411557928586566,0.45403051122346194,0.3702393018361019,0.304401828746876
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,7,RandomForest,tuned,0.07028911842123531,0.6625048369460671,0.438912658976935,0.46385386702652875,0.3035683136936741,0.1293345155608406
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,8,MeanPredictor,baseline,-0.0028956426770267996,0.6880863912100259,0.47346288176843687,0.5099015116650588,,-7.660466808135553e-33
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,8,BayesianRidge,baseline,0.16880031435350418,0.6264231246771701,0.3924059311303094,0.46024518242971374,0.4208179465130559,0.2624053836620656
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,8,RandomForest,baseline,0.06917193972362279,0.6629027639223594,0.4394400744159034,0.46154137117931027,0.2795447913842462,0.18550479129647232
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,8,LightGBM,baseline,0.035071682204136256,0.674936045003258,0.45553866484463984,0.5041477957124234,0.3337745552712646,0.2808332601418509
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,8,LightGBM,tuned,0.14133385903752382,0.6366888808492722,0.40537273099709875,0.46683992309475125,0.3693992089134412,0.2575637366178184
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,8,RandomForest,tuned,0.09336938432066466,0.6542297463266147,0.42801656097858654,0.4514262209857471,0.3387241419957776,0.15305559281462433
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,9,MeanPredictor,baseline,-0.003029066835197103,0.688132160824682,0.473525870761246,0.5095471959554714,,1.5318895606867668e-32
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,9,BayesianRidge,baseline,0.1051700958570071,0.6499580708839918,0.4224454939072402,0.4807678712292043,0.34407755650140615,0.34488361904959886
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,9,RandomForest,baseline,0.05365788604268207,0.6684042152347784,0.44676419494362,0.4520874689638391,0.2728061165471321,0.1740507245902177
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,9,LightGBM,baseline,0.02013015160583287,0.6801415290914123,0.46259249959480453,0.49309512479277484,0.2525476410138358,0.19301461470380016
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,9,LightGBM,tuned,0.13969909480392617,0.6372946700116355,0.4061444964252395,0.458987923878763,0.312210931041557,0.24363600957138545
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.1,173,9,RandomForest,tuned,0.08751963620911185,0.6563369583141292,0.430778202849043,0.44656526953790804,0.3010983312514309,0.14781169853809573
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.25,434,0,MeanPredictor,baseline,-0.001566684603613755,0.6876303412173873,0.47283548616274057,0.5140211563085864,,7.670631322757775e-33
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.25,434,0,BayesianRidge,baseline,0.12932252594879756,0.6411265332456071,0.4110432316315305,0.4701421326958107,0.3320417406261391,0.29860179056714464
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.25,434,0,RandomForest,baseline,0.038388231047871146,0.673775137462951,0.4539729358632186,0.48086946375735634,0.2558667094405788,0.19948372843626874
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.25,434,0,LightGBM,baseline,0.0392494514823547,0.6734733530443672,0.4535663572608228,0.5036147196692795,0.2676036636362472,0.28810153146629663
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.25,434,0,LightGBM,tuned,0.0897903835863838,0.6555197879631138,0.4297061924112057,0.46754453141349583,0.31381030345351646,0.242379819081482
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.25,434,0,RandomForest,tuned,0.10573009306848147,0.6497546625778208,0.42218112154161774,0.4728508993074119,0.32489107402973455,0.18535114738922515
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.25,434,1,MeanPredictor,baseline,-0.0010975994606536865,0.6874692960477324,0.47261403300836474,0.5159063097540018,,-1.5348451113837857e-32
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.25,434,1,BayesianRidge,baseline,0.1910282676216869,0.6179904581765963,0.3819122063973193,0.45286138723977654,0.4053159182991864,0.3323437766876612
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.25,434,1,RandomForest,baseline,0.04163301457054347,0.6726374112349263,0.4524410869928233,0.47969058629383915,0.2971710701022282,0.17677898946125856
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.25,434,1,LightGBM,baseline,0.07801165167361923,0.659747590365617,0.43526688299323807,0.4833922623565316,0.346220370916101,0.33612930663607754
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.25,434,1,LightGBM,tuned,0.14508885248893721,0.6352952180924882,0.4036000141311822,0.4557160019908055,0.3836563918753831,0.29917938520520154
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.25,434,1,RandomForest,tuned,0.1416149148028406,0.6365846728704876,0.40524004573362576,0.4610510730504607,0.4049185780515055,0.21815088520230386
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.25,434,2,MeanPredictor,baseline,-0.006265792724188035,0.6892415510226674,0.4750539156561322,0.5027137416315959,,7.63481064178131e-33
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.25,434,2,BayesianRidge,baseline,0.15368281397352812,0.6320940123795161,0.39954284048603583,0.4507021354852853,0.39193937977200327,0.2991768377266521
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.25,434,2,RandomForest,baseline,-0.017549998802642408,0.6930953344516937,0.48038114263870507,0.4746629467213104,0.2666603541251046,0.13596208109213248
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.25,434,2,LightGBM,baseline,0.09391471087268621,0.6540329613792929,0.42775911457056764,0.4740433750998518,0.33868062481950434,0.2942638759658254
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.25,434,2,LightGBM,tuned,0.0751232780675204,0.6607801996256051,0.43663047221725443,0.45828788027219725,0.3556999227555309,0.2137179217081062
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.25,434,2,RandomForest,tuned,0.0685187398739121,0.6631353160262671,0.43974844736125707,0.46242557770842146,0.3483479983304991,0.15218039802993782
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.25,434,3,MeanPredictor,baseline,-0.0008846726982849606,0.6873961820996587,0.47251351116518714,0.5168959110915726,,7.675858160600544e-33
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.25,434,3,BayesianRidge,baseline,0.1406218512605819,0.6369527980325412,0.4057088669214833,0.4826973210510807,0.3361953348278184,0.3369297484765731
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.25,434,3,RandomForest,baseline,0.0741205183472946,0.661138314523214,0.43710387093059627,0.4659146404511724,0.19928031191848147,0.1836534666063687
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.25,434,3,LightGBM,baseline,0.09792713934273711,0.652583223579886,0.4258648636979155,0.49386302357703316,0.3236717666202207,0.33782494765921206
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.25,434,3,LightGBM,tuned,0.10654306935788527,0.6494592510700146,0.42179731880042415,0.47333298732865353,0.28300262101720147,0.2601111625166694
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.25,434,3,RandomForest,tuned,0.130220481862664,0.6407958414045551,0.41061931036137184,0.46617710467452717,0.33622237816516737,0.20559608914703945
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.25,434,4,MeanPredictor,baseline,-0.0004010426339737805,0.6872300862255996,0.47228519141364506,0.5197611480611686,,-7.679568948192371e-33
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.25,434,4,BayesianRidge,baseline,0.2168147775946948,0.6080612648190928,0.369738501773395,0.45842836452417923,0.4251213360199973,0.38856871895529843
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.25,434,4,RandomForest,baseline,0.11404885081428084,0.6467254985250266,0.4182538704424442,0.45949879795979315,0.3432393588297711,0.2464752062554979
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.25,434,4,LightGBM,baseline,0.15085224417654886,0.6331501723691038,0.4008791407710258,0.46810576434252643,0.3958938080271362,0.36635231490805975
LOG SOLUBILITY PH 6.8 (ug/mL),SOL,0.25,434,4,LightGBM,tuned,0.1945590007858783,0.6166403829500241,0.3802453618847524,0.44556894943867187,0.4372527147396432,0.3327535211551353
