endpoint,model,fraction,n_train,seed,noise_type,noise_level,arm,R2,RMSE,MSE,MAE,Pearson,Spearman,CCC
HLM,RF,1.0,2468,0,gross_errors,0.1,base,0.4125836943424524,0.468808354897968,0.2197812736221391,0.3888572549361456,0.6627709521382887,0.6760403674091754,0.5533565108125876
HLM,RF,1.0,2468,1,gross_errors,0.1,base,0.3883854317532774,0.4783670467776117,0.2288350314427338,0.4024375070162699,0.6516011437794736,0.6619852321501731,0.5214086483090979
HLM,RF,1.0,2468,2,gross_errors,0.1,base,0.4082040248500594,0.4705527844545203,0.2214199229579022,0.3926740958092249,0.6646639894514937,0.6754896509201821,0.5429191459270043
HLM,RF,1.0,2468,3,gross_errors,0.1,base,0.3965640368765911,0.4751578830393623,0.2257750138144483,0.3940074116905168,0.6527619354439985,0.6623553673115584,0.5431114055097208
HLM,RF,1.0,2468,4,gross_errors,0.1,base,0.3885258334822081,0.4783121368565084,0.2287825002642392,0.3965040937383958,0.6447627304210872,0.6524131877459937,0.5261864159335674
HLM,RF,1.0,2468,0,gross_errors,0.2,base,0.3541255267944025,0.4915824890651419,0.2416533435554803,0.4151798446956793,0.6564603986610696,0.6736687977698652,0.5048851994458851
HLM,RF,1.0,2468,1,gross_errors,0.2,base,0.3092895920036606,0.5083587980540785,0.2584286675589873,0.4307084411124044,0.6198126860033004,0.630897580716698,0.4574413114673517
HLM,RF,1.0,2468,2,gross_errors,0.2,base,0.3629210551095265,0.4882238264147911,0.2383625046791,0.4130358503385757,0.6747450436836787,0.6908451568441055,0.5111856708251068
HLM,RF,1.0,2468,3,gross_errors,0.2,base,0.3356424941326094,0.4985666989729772,0.2485687533248113,0.419070618704822,0.6387260610259827,0.6500855808159957,0.4917853159454063
HLM,RF,1.0,2468,4,gross_errors,0.2,base,0.3170320446944783,0.5055015687062681,0.2555318359644978,0.426955556873784,0.6307256492577997,0.6489754324237073,0.4699859679391271
HLM,LightGBM,1.0,2468,0,gaussian,2.0,base,0.4855045794002703,0.4387459300750023,0.1924979911573788,0.3477317439716986,0.6984632817157308,0.7116536584015153,0.6687505476785576
HLM,LightGBM,1.0,2468,1,gaussian,2.0,base,0.4694968649775701,0.4455190937221548,0.1984872628710101,0.3477714780081085,0.686426351489013,0.6881282099902334,0.6500129317654373
