endpoint,model,fraction,n_train,seed,noise_type,noise_level,arm,R2,RMSE,MSE,MAE,Pearson,Spearman,CCC
HLM,LightGBM,1.0,2468,3,systematic_bias,0.1,base,0.29443474615714493,0.5137962578192199,0.2639865945490343,0.41024623456838927,0.5651612223050715,0.5630363569844663,0.5328762753808429
HLM,LightGBM,1.0,2468,4,systematic_bias,0.1,base,0.28886244025290186,0.5158211586468046,0.2660714677077319,0.4154700242347318,0.5575811350727213,0.561642353461466,0.5237312025829605
HLM,LightGBM,1.0,2468,0,systematic_bias,0.3,base,0.27971936262566177,0.5191265181450835,0.26949234184143767,0.4178048138838712,0.5697485398366153,0.566656261894751,0.5318910179423686
HLM,LightGBM,1.0,2468,1,systematic_bias,0.3,base,0.2681942885649897,0.5232632585635929,0.27380443776258945,0.4213516561770385,0.5571963143803202,0.555452249735177,0.515875838938296
HLM,LightGBM,1.0,2468,2,systematic_bias,0.3,base,0.2556475817945516,0.5277298329902419,0.27849877662790856,0.42380940216202445,0.5501478222004995,0.5467326705446679,0.5117276418277833
HLM,LightGBM,1.0,2468,3,systematic_bias,0.3,base,0.26452040744808647,0.5245750823505091,0.27517901702304337,0.4230944469827422,0.5581418967246629,0.555116950521814,0.5198289452767243
HLM,LightGBM,1.0,2468,4,systematic_bias,0.3,base,0.248693080166005,0.5301893973411389,0.28110079705296004,0.4286490048945804,0.5412494003073427,0.5454739487622533,0.5004432774957365
HLM,LightGBM,1.0,2468,0,systematic_bias,0.5,base,0.23188565584193432,0.5360870073923878,0.287389279494926,0.43345930376074027,0.5619114509061077,0.5579526224000161,0.5117117080957474
HLM,LightGBM,1.0,2468,1,systematic_bias,0.5,base,0.24681857960765252,0.5308503929760292,0.28180213972280466,0.42914748918484247,0.5681245629373244,0.5635767383803929,0.5187500208110943
HLM,LightGBM,1.0,2468,2,systematic_bias,0.5,base,0.21061184667027644,0.5434600774146225,0.2953488557435075,0.4424195539641599,0.551817777304498,0.5479411308670209,0.5047497797837932
HLM,LightGBM,1.0,2468,3,systematic_bias,0.5,base,0.1980677174430372,0.54776110689186,0.30004223022339566,0.4434022967907657,0.5415805538923414,0.539025313454184,0.49272121483139236
HLM,LightGBM,1.0,2468,4,systematic_bias,0.5,base,0.21376857366308588,0.5423723529326436,0.2941677692256921,0.44232531997963853,0.5517950990502114,0.5494337034119529,0.5008748680944091
HLM,LightGBM,1.0,2468,0,systematic_bias,1.0,base,-0.007273086566052633,0.6138976333865536,0.3768703042776113,0.5033681054815435,0.5425237315793764,0.5382143428678996,0.4513924247334447
HLM,LightGBM,1.0,2468,1,systematic_bias,1.0,base,-0.058548245836967716,0.6293288951194602,0.3960548582322806,0.5147409734144676,0.5087019965430827,0.518443695469687,0.42179237115996443
HLM,LightGBM,1.0,2468,2,systematic_bias,1.0,base,-0.07911816113148085,0.6354140958700684,0.4037510732303764,0.523780103613254,0.5088849258165447,0.5077098014987003,0.4202797870704418
HLM,LightGBM,1.0,2468,3,systematic_bias,1.0,base,-0.019857996714074844,0.6177207596493095,0.38157893690171996,0.5084327362383118,0.5279222425753473,0.5236189290497175,0.44242246161926685
HLM,LightGBM,1.0,2468,4,systematic_bias,1.0,base,-0.063286310255811,0.6307357613946232,0.3978276007020551,0.5229324835491571,0.5128059449913632,0.513003914358181,0.4217080237841385
HLM,LightGBM,1.0,2468,0,gross_errors,0.01,base,0.3075413879275888,0.5090017254543185,0.25908275651547347,0.40487333178146523,0.5699134434926307,0.5713712753230862,0.5355512047495447
HLM,LightGBM,1.0,2468,1,gross_errors,0.01,base,0.273613944765849,0.5213220485945597,0.27177667835082847,0.410021014569453,0.5509237385821113,0.5479851707038933,0.5232114890162586
HLM,LightGBM,1.0,2468,2,gross_errors,0.01,base,0.2676832636494456,0.5234459258294535,0.27399563726745374,0.41530498623061074,0.5444396843545428,0.5439785482067808,0.5149235181687878
HLM,LightGBM,1.0,2468,3,gross_errors,0.01,base,0.258517058638445,0.5267116521310741,0.2774251644906456,0.4187733327474711,0.5413026834488518,0.5413165161757689,0.5146572253876216
HLM,LightGBM,1.0,2468,4,gross_errors,0.01,base,0.2665287776274521,0.5238583655501824,0.2744275871569085,0.41730871006406783,0.5417613210138384,0.542818395446298,0.5104839290797963
HLM,LightGBM,1.0,2468,0,gross_errors,0.05,base,0.278692226361996,0.5194965292812493,0.269876643935264,0.4139075125595295,0.5511914243350263,0.5495921234205975,0.5166158897246774
HLM,LightGBM,1.0,2468,1,gross_errors,0.05,base,0.21437563482545252,0.5421629255554973,0.2939406378468957,0.43448149271974756,0.507067656110595,0.49753809031398927,0.47714952327820187
HLM,LightGBM,1.0,2468,2,gross_errors,0.05,base,0.2562804264410471,0.5275054486752739,0.2782619983821021,0.41734686719941133,0.5343049085760322,0.5300645306737524,0.49990254949439994
HLM,LightGBM,1.0,2468,3,gross_errors,0.05,base,0.21598135954335873,0.5416085832148366,0.29333985741198265,0.43737027486855606,0.5134867764245704,0.5114604633327059,0.48381913537152177
HLM,LightGBM,1.0,2468,4,gross_errors,0.05,base,0.2286858534481172,0.5372024596319713,0.28858648263463976,0.4311413620520229,0.5192777070946174,0.5205354206114158,0.4909373721315673
HLM,LightGBM,1.0,2468,0,gross_errors,0.1,base,0.22582865725639067,0.5381965254227531,0.2896554999771241,0.43426075442238987,0.5259626247912943,0.5321980332439211,0.4964235835025383
HLM,LightGBM,1.0,2468,1,gross_errors,0.1,base,0.15262533652829935,0.5630670079925257,0.317044455489655,0.452696960720131,0.4618875007790416,0.45723852876408105,0.4320181485787195
HLM,LightGBM,1.0,2468,2,gross_errors,0.1,base,0.24300254024281975,0.5321934867712403,0.2832299073617304,0.42272248121553624,0.5320930991233337,0.5396561911874086,0.49896291466297726
HLM,LightGBM,1.0,2468,3,gross_errors,0.1,base,0.18098796375643056,0.5535635505046675,0.3064326044473336,0.4520243161163115,0.501435973852261,0.49902022492910786,0.4706272181594011
HLM,LightGBM,1.0,2468,4,gross_errors,0.1,base,0.184643891377261,0.5523266628282745,0.30506474247101845,0.4457445219951067,0.4893835823860336,0.4815364868182959,0.4537976505025852
HLM,LightGBM,1.0,2468,0,gross_errors,0.2,base,0.06965468324815993,0.5899897029145368,0.3480878495451834,0.4729633559934549,0.4344966628976434,0.4405833206140917,0.40429775390680006
HLM,LightGBM,1.0,2468,1,gross_errors,0.2,base,0.06916668494637679,0.5901444176331458,0.3482704336635648,0.4771436232944892,0.4189522886921887,0.41409296024290426,0.3876915501576965
HLM,LightGBM,1.0,2468,2,gross_errors,0.2,base,0.0940123155872733,0.5822151352192578,0.3389744636783787,0.4629111123661372,0.4658669514684729,0.4615771854078416,0.43714109920134153
HLM,LightGBM,1.0,2468,3,gross_errors,0.2,base,0.07911454852177346,0.5869824951421132,0.344548449603261,0.4697254205866209,0.44070097884796017,0.4528490964765241,0.4051761984780537
HLM,LightGBM,1.0,2468,4,gross_errors,0.2,base,0.05136450645247659,0.5957609440610879,0.3549311024685588,0.4833758858063717,0.42379395230604233,0.43149874809954386,0.391143760577449
